,0,1
0,3699.620013924134,-9215.003663489804
1,4026.3610138495565,-10157.217898549234
2,4518.011265305223,-11211.966356195366
3,4902.657506816719,-11880.1476561438
4,4216.656344288544,-10497.172693140425
5,4227.446331646534,-10406.716218132691
6,4264.288049445541,-10513.689704608087
7,3790.8836420446714,-9477.763370549701
8,4301.057167420437,-10660.422989921235
9,4775.338669773429,-11422.34118204832
10,3616.9023963335935,-9158.468931862284
11,4981.655902295836,-12211.634632944651
12,4118.043039147645,-10151.430793958827
13,4518.126225319721,-11332.666451459065
14,4004.028220583373,-10072.35406323133
15,4120.043498491375,-10423.084218238417
16,4127.769770308496,-10149.029782776079
17,3935.577298709841,-9637.781029140573
18,7239.727361710609,-17388.32554096548
19,4653.506571214861,-11678.479566410719
20,4987.756883935212,-12247.239088996344
21,4443.811025670986,-11018.319780037737
22,7151.388496296385,-17146.859937185793
23,4559.475637822297,-11480.397766176144
24,4470.530724903637,-11377.738253313542
25,4646.869851250205,-11735.98550754464
26,4523.192472691026,-11354.87251625324
27,4371.717883872144,-11068.529876857812
28,6260.467716750498,-15636.509033597878
29,4498.646419388534,-11175.662699600234
30,4201.591894284986,-10489.61911928012
31,4768.232049392148,-11843.019921695104
32,5542.793606065682,-13591.569500222202
33,6281.967321665716,-15193.160446274547
34,4801.319202375663,-11666.218497980048
35,6710.438060057239,-16244.648039449276
36,6370.380867010462,-15331.077465406772
37,5562.775283954429,-13793.7214036916
38,5389.606548058128,-13295.47292050744
39,6079.369621797122,-14821.51189977056
40,5517.346267907977,-13732.57930453238
41,5941.95949479254,-14479.663692897602
42,7765.469824947802,-18465.40096583099
43,5269.828968905839,-13051.461547868763
44,5145.979518583225,-12525.063105672143
45,8174.208022938881,-19247.081015243086
46,5325.826322049188,-12969.027507605782
47,8367.9907041802,-19858.481524259194
48,5832.853159580548,-14098.880464691532
49,4641.21177400269,-11420.753443737683
50,3615.774302289478,-9003.211781389271
51,6057.70563004301,-14728.34456418109
52,6079.6877825377205,-14731.093083456082
53,4950.3289667218305,-12311.779803119833
54,4805.4460025386015,-11982.761795186316
55,4141.501462451565,-10327.47135496617
56,4507.633885537423,-11291.894808794963
57,6469.624603306537,-15714.928527519527
58,5098.67988119379,-12495.46676221071
59,5308.965905842573,-12883.25866304467
60,5732.493259004996,-13856.418472018308
61,5660.585362922296,-13518.688468298244
62,5367.796084323037,-13048.223020027941
63,7512.7063923155165,-17718.51518629925
64,4940.365400412587,-11900.679699707374
65,5064.980998304777,-12216.511890162623
66,4144.763040207409,-10030.131688806585
67,5291.010250825121,-12754.67138994425
68,6792.693826306461,-16375.261861054101
69,5793.549625789205,-14168.558789443343
70,5912.244411268647,-14332.64285173632
71,5750.669159634595,-14056.154806267055
72,5542.428019807701,-13468.15789623195
73,4334.2555163053985,-10842.823605250716
74,4606.985845434505,-11375.057768834748
75,5357.371512542835,-13350.229132494354
76,4934.8200303466765,-12264.371316920335
77,4344.65890989035,-10789.671587633042
78,5067.634544727107,-12540.662603344635
79,4431.618474634024,-10978.647554049221
80,5573.147548088044,-14143.168080175634
81,5201.073110932797,-12856.969838989251
82,5447.540936141857,-13470.952427079243
83,4905.236269924785,-12211.264625278256
84,4428.667162813533,-11003.587332717929
85,4960.561622841099,-12104.314083078025
86,5366.782883027818,-13139.562567677243
87,4425.5863669188875,-10960.54958727171
88,4123.321034219242,-10416.025346649509
89,4492.793438110887,-11068.141450415944
90,3646.8613587795426,-9176.87877991818
91,5511.730801216024,-13315.682634980143
92,4751.451255321034,-11603.562381082045
93,5738.549943488568,-13908.601325344058
94,5214.988773577112,-12681.209437857662
95,3969.163059917935,-9889.885424702272
96,3932.568357329987,-9794.762964634449
97,5554.120949898859,-13191.22590723597
98,4767.950627487927,-11476.95260942845
99,4356.447758752477,-10820.112916717058
100,4923.34411457018,-11985.554841398434
101,6022.30072959373,-14598.279110481464
102,6002.290426570521,-14405.009169503825
